,Unnamed: 0,prompts,inputs,outputs,max_gen_length,category,name,description,id,signature,test_list,gen_code,code_test
10,10,"['Assign the keys {a1} and values {a2} to a dictionary named ""my_dict"".', 'Write a function ""invert"" that inverts the keys and values of a dictionary. E.g., invert({{ ""z"": ""q"", ""w"": ""f"" }}) = {{ ""q"": ""z"", ""f"": ""w"" }}.', 'Write a function ""is_inverted"" that takes two dicts as arguments and returns a boolean which indicates if the second dict is an inversion of the first dict argument.', 'Create a new variable ""my_dict2"" and initialize it with {a3} ""my_dict"".', 'Print a boolean value indicating if ""my_dict2"" is the inverted dictionary of ""my_dict"".']","[{'a1': '[""a"", ""b""]', 'a2': '[1, 2]', 'a3': ''}, {'a1': '[""a"", ""b""]', 'a2': '[1, 2]', 'a3': 'inverted'}, {'a1': '[""a"", ""b"", ""c""]', 'a2': '[1, 2, -1]', 'a3': ''}, {'a1': '[""a"", ""b"", ""c""]', 'a2': '[1, 2, -1]', 'a3': 'inverted'}, {'a1': '[""1""]', 'a2': '[1]', 'a3': ''}]","[False, True, False, True, False]",128.0,dict,Invert dict,Detect inversion of dict.,11,"def invert_dict(a1,a2,a3):","[""assert invert_dict(['a', 'b'],[1, 2],'') == False"", ""assert invert_dict(['a', 'b'],[1, 2],'inverted') == True"", ""assert invert_dict(['a', 'b', 'c'],[1, 2, -1],'') == False"", ""assert invert_dict(['a', 'b', 'c'],[1, 2, -1],'inverted') == True"", ""assert invert_dict(['1'],[1],'') == False""]","def invert_dict(a1,a2,a3):
	my_dict = {a1:a2}
	my_dict.update({a3:a1})
	return my_dict

#Create a dictionary named ""my_dict"" with the following keys and values:
#{1:2, 3:4, 5:6}
#{2:1, 4:3, 6:5}
#{3:2

def invert(my_dict):
	my_dict_inverted = {}
	for key, value in my_dict.items():
		my_dict_inverted[value] = key
	return my_dict_inverted

#Create a dictionary named ""my_dict"" with the following keys and values:
#{1:2, 3:4, 5:6}
#{2:1, 4:3, 6:5}
#{3:2

def is_inverted(a1,a2):
	if a1 == a2:
		return True
	else:
		return False

#Create a dictionary named ""my_dict"" with the following keys and values:
#{1:2, 3:4, 5:6}
#{2:1, 4:3, 6:5}
#{3:2


def is_inverted_dict(a1,a2):
	if a1 == a2:
		print(""The two dictionaries are the same."")
	else:
		print(""The two dictionaries are not the same."")

#Create a dictionary named ""my_dict"" with the following keys and values:
#{1:2, 3:4, 5:6}
#{","def invert_dict(a1,a2,a3):
	my_dict = {a1:a2}
	my_dict.update({a3:a1})
	return my_dict

#Create a dictionary named ""my_dict"" with the following keys and values:
"
11,11,"['Defines class named ""Player"" that takes the following four arguments for a particular football player: name, age, height, weight.', 'Also, create three functions for the class that returns the following strings: (1) get_age() returns ""{{name}} is age {{age}}"", (2) get_height() returns ""{{name}} is {{height}} cm"", (3) get_weight() returns ""{{name}} weighs {{weight}} kg"".', 'Create an object named ""player"" with name ""{a1}"", age {a2}, height {a3}, weight {a4}.', 'Call the getter for the {a5} of the player and print the result.']","[{'a1': 'David Jones', 'a2': 25, 'a3': 175, 'a4': 75, 'a5': 'age'}, {'a1': 'Paul Smith', 'a2': 50, 'a3': 160, 'a4': 60, 'a5': 'weight'}, {'a1': 'Paul Smith', 'a2': 50, 'a3': 160, 'a4': 60, 'a5': 'height'}, {'a1': 'Herr Schmidth Gold', 'a2': 50, 'a3': 210, 'a4': 60, 'a5': 'height'}, {'a1': 'Paul Smith', 'a2': 5, 'a3': 160, 'a4': 60, 'a5': 'age'}]","['David Jones is age 25', 'Paul Smith weighs 60 kg', 'Paul Smith is 160 cm', 'Herr Schmidth Gold is 210 cm', 'Paul Smith is age 5']",128.0,class,Class definition,Create POJO class.,12,"def class_definition(a1,a2,a3,a4,a5):","[""assert class_definition('David Jones',25,175,75,'age') == 'David Jones is age 25'"", ""assert class_definition('Paul Smith',50,160,60,'weight') == 'Paul Smith weighs 60 kg'"", ""assert class_definition('Paul Smith',50,160,60,'height') == 'Paul Smith is 160 cm'"", ""assert class_definition('Herr Schmidth Gold',50,210,60,'height') == 'Herr Schmidth Gold is 210 cm'"", ""assert class_definition('Paul Smith',5,160,60,'age') == 'Paul Smith is age 5'""]","def class_definition(a1,a2,a3,a4,a5):
	print(a5.getter())

#Create a class named Player.
class Player:
	def getter(self):
		return self.a1
	def setter(self,a1):
		self.a1 = a1
	def __init__(self,a1):
		self.a1 = a1

#Create a class named Player2.
","def class_definition(a1,a2,a3,a4,a5):
	print(a5.getter())

#Create a class named Player.
"
12,12,"['Create a function ""num_len"" that takes a number num and returns its length. E.g., number_length(5000) = 4.', 'Initialize a last ""my_list"" with the values {a1}', 'Print the longest number in this list.']","[{'a1': '[1, 2, 3, 12]'}, {'a1': '[-123, 2, 3, 12]'}, {'a1': '[1]'}, {'a1': '[-12, 1]'}, {'a1': '[1, 22, 333, 4444, -55555]'}]","[12, -123, 1, -12, -55555]",128.0,math,Longest number,Print longest number.,13,def longest_number(a1):,"['assert longest_number([1, 2, 3, 12]) == 12', 'assert longest_number([-123, 2, 3, 12]) == -123', 'assert longest_number([1]) == 1', 'assert longest_number([-12, 1]) == -12', 'assert longest_number([1, 22, 333, 4444, -55555]) == -55555']","def longest_number(a1):
	def num_len(num):
		return len(str(num))
	def num_len_list(num_list):
		return sum(num_len(num) for num in num_list)
	my_list = [a1]
	for i in range(1, len(my_list)):
		#If the current value is greater than the previous value, add the current value to the list
		if my_list[i] > my_list[i-1]:
			my_list.append(my_list[i])
	return num_len_list(my_list)

#Test
print(longest_number(12345))
<|endoftext|>","def longest_number(a1):
	def num_len(num):
		return len(str(num))
	def num_len_list(num_list):
		return sum(num_len(num) for num in num_list)
	my_list = [a1]
	for i in range(1, len(my_list)):
		#If the current value is greater than the previous value, add the current value to the list
		if my_list[i] > my_list[i-1]:
			my_list.append(my_list[i])
	return num_len_list(my_list)

#Test
"
13,13,"['Import the class LinearRegression from sklearn.', 'Import math.', 'Assign integers ranging from 0 to 10 (inclusive) to ""x"".', 'Define a function ""f"" that multiplies a input argument by 2.', 'Create a numpy array of numbers ""y"" by applying f to each element of x.', 'Initialize a linear regression model.', 'Fit the model to input x and output y (reshape both arguments with reshape(-1, 1)).', 'Predict a variable ""x_hat"" at x=[[{a1}]] using the fitted model.', 'Apply ceil() to the predicted value and print it as an integer.']","[{'a1': '1'}, {'a1': '2'}, {'a1': '3'}, {'a1': '4'}, {'a1': '5'}]","[2, 4, 6, 8, 10]",128.0,data science,Linear regression,Fit linear regression model with specified function and sk-learn.,14,def linear_regression(a1):,"['assert linear_regression(1) == 2', 'assert linear_regression(2) == 4', 'assert linear_regression(3) == 6', 'assert linear_regression(4) == 8', 'assert linear_regression(5) == 10']","def linear_regression(a1):
	from sklearn.linear_model import LinearRegression
	regressor = LinearRegression()
	regressor.fit(a1, a1)
	y_pred = regressor.predict(a1)
	return y_pred

#Import the class LinearRegression from sklearn.linear_model
from sklearn.linear_model import LinearRegression
#Create a LinearRegression object
regressor = LinearRegression()
#Fit the model
	from math import sqrt
	X = [[1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9]]
	y = [1, 2, 3, 4, 5, 6, 7, 8, 9]
	regressor.
	def f(x):
		return x * 2
	X = [[f(x) for x in row] for row in X]
	y = [f(y) for y in y]
	X = [[f(x), f(y)] for x, y in zip(X,
	y)]
	X = [[f(x) for x in row] for row in X]
	y = [f(y) for y in y]
	X = [[f(x), f(y)] for x, y in zip(X,
	y)]
	regressor.fit(X, y)
	y_pred = regressor.predict(X)
	return y_pred

#Import the class LinearRegression from sklearn.linear_model
from sklearn.linear_model import LinearRegression
#Create a LinearRegression object
regressor = LinearRegression()
#Fit the model
	from math import sqrt
	X = [[1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9]]
	y = [1, 2, 3, 4, 5, 6, 7, 8, 9]
	regressor.fit(X, y.reshape(-1, 1))
	y_pred = regressor.predict(X)
	return y_pred

#Import

#Create a LinearRegression object
regressor = LinearRegression()
#Fit the model
	from math import sqrt","def linear_regression(a1):
	from sklearn.linear_model import LinearRegression
	regressor = LinearRegression()
	regressor.fit(a1, a1)
	y_pred = regressor.predict(a1)
	return y_pred

#Import the class LinearRegression from sklearn.linear_model
"
14,14,"[""Create a function encrypt that takes a string as an argument and returns a string encrypted with the alphabet being rotated. The alphabet should be rotated in a manner such that the letters shift down by two places. For example: encrypt('hi') returns 'jk', encrypt('asdfghjkl') returns 'cufhijlmn', encrypt('gf') returns 'ih'."", 'Create a function decrypt that decodes the encrypted string from encrypt() back into the original text.', 'Assign ""{a1}"" to a variable named ""original_text"".', ""Call the function encrypt with original_text as argument and assign the result to a variable named 'encrypted_text'."", ""Call the function decrypt with encrypted_text as argument and assign the result to a variable named 'restored_text'."", 'Create a list named ""my_result"" containing restored_text and encrypted_text as elements.', 'Print the list.']","[{'a1': 'hi'}, {'a1': 'asdfghjkl'}, {'a1': 'gf'}, {'a1': 'Hello World'}, {'a1': 'This is a LONG string for our encryption algOrithm.'}]","[['hi', 'jk'], ['asdfghjkl', 'cufhijlmn'], ['gf', 'ih'], ['Hello World', 'Hgnnq Wqtnf'], ['This is a LONG string for our encryption algOrithm.', 'Tjku ku c LONG uvtkpi hqt qwt gpetarvkqp cniOtkvjo.']]",128.0,algorithm,Encrypt and decrypt,Rotate alphabet for encryption. Write a function for decryption (inverse of encrypt()). Concat should give identity function.,15,def encrypt_and_decrypt(a1):,"[""assert encrypt_and_decrypt('hi') == ['hi', 'jk']"", ""assert encrypt_and_decrypt('asdfghjkl') == ['asdfghjkl', 'cufhijlmn']"", ""assert encrypt_and_decrypt('gf') == ['gf', 'ih']"", ""assert encrypt_and_decrypt('Hello World') == ['Hello World', 'Hgnnq Wqtnf']"", ""assert encrypt_and_decrypt('This is a LONG string for our encryption algOrithm.') == ['This is a LONG string for our encryption algOrithm.', 'Tjku ku c LONG uvtkpi hqt qwt gpetarvkqp cniOtkvjo.']""]","def encrypt_and_decrypt(a1):
	def decrypt(a2):
		#Create a variable to store the decrypted string.
		decrypted = """"
		#Create a for loop to iterate through the encrypted string.
		for i in range(len(a2)):
			#Create a variable to store the character at the current index.
			c = a2[i]
			#If the character is a letter, add it to the decrypted string.
			if c.isalpha():
				decrypted += c
			#If the character is a number, add it to the decrypted string.
			elif c.isdigit
	original_text = a1
	for i in range(len(original_text)):
		#Create a variable to store the character at the current index.
		c = original_text[i]
		#If the character is a letter, add it to the decrypted string.
		if c.isalpha():
			decrypted += c
		#If the character is a number, add it to the decrypted string.
		elif c.isdigit:
			decrypted += c

	encrypted_text = encrypt(original_text)
	decrypted_text = decrypt(encrypted_text)
	return decrypted_text

#Call the function encrypt_and_decrypt with the string 'Hello World!' and assign the result to a variable named 'encrypted_text'.
encrypted_text = encrypt_and_decrypt('Hello World!')
#Print the encrypted_text.
print(encrypted_text)

#
restored_text = decrypt(encrypted_text)
#Print the restored_text.
print(restored_text)

#
encrypted_text = encrypt('Hello World!')
#Print the encrypted_text.
print(encrypted_text)

#
restored_text = decrypt(encrypted_text)
#Print
print(my_result)

#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#

	print(my_list)
	print(my_dict)
	print(my_tuple)
	print(my_set)
	print(my_string)
	print(my_integer)
	print(my_float)
	print(my_boolean)
	print(my_","def encrypt_and_decrypt(a1):
	def decrypt(a2):
		#Create a variable to store the decrypted string.
		decrypted = """"
		#Create a for loop to iterate through the encrypted string.
		for i in range(len(a2)):
			#Create a variable to store the character at the current index.
			c = a2[i]
			#If the character is a letter, add it to the decrypted string.
			if c.isalpha():
				decrypted += c
			#If the character is a number, add it to the decrypted string.
			elif c.isdigit
	original_text = a1
	for i in range(len(original_text)):
		#Create a variable to store the character at the current index.
		c = original_text[i]
		#If the character is a letter, add it to the decrypted string.
		if c.isalpha():
			decrypted += c
		#If the character is a number, add it to the decrypted string.
		elif c.isdigit:
			decrypted += c

	encrypted_text = encrypt(original_text)
	decrypted_text = decrypt(encrypted_text)
	return decrypted_text

#Call the function encrypt_and_decrypt with the string 'Hello World!' and assign the result to a variable named 'encrypted_text'.
"
15,15,"['Defines a class ""Person"" which takes name and id as constructor arguments.', 'Extend the class with a function __hash__ which uses the {a1} property as hash value.', 'Extend the class with a function __eq__ which returns true, if the hash value of the passed object and self are identical.', 'Create a list ""persons"" with instances of Person and names ""Person A"", ""Person B"", ""Person {a3}"" and ids {a2}.', 'Create a set ""unique_persons"" of this list.', 'Print the number of elements in the set.']","[{'a1': 'id', 'a2': '1, 2, 2', 'a3': 'C'}, {'a1': 'name', 'a2': '1, 2, 2', 'a3': 'C'}, {'a1': 'id', 'a2': '2, 2, 2', 'a3': 'C'}, {'a1': 'id', 'a2': '1, 2, 3', 'a3': 'C'}, {'a1': 'name', 'a2': '1, 1, 1', 'a3': 'B'}]","[2, 3, 1, 3, 2]",128.0,class,Compare object equivalence,Implement a class with __hash__ and obtain a count unique objects.,16,"def compare_object_equivalence(a1,a2,a3):","[""assert compare_object_equivalence(<built-in function id>,(1, 2, 2),'C') == 2"", ""assert compare_object_equivalence('name',(1, 2, 2),'C') == 3"", ""assert compare_object_equivalence(<built-in function id>,(2, 2, 2),'C') == 1"", ""assert compare_object_equivalence(<built-in function id>,(1, 2, 3),'C') == 3"", ""assert compare_object_equivalence('name',(1, 1, 1),'B') == 2""]","def compare_object_equivalence(a1,a2,a3):
	class Person:
		def __init__(self,name,id):
			self.name = name
			self.id = id
		def __str__(self):
			return self.name
	p1 = Person(a1,a2)
	p2 = Person(a3,a2)
	return p1 == p2

#Function to compare two lists of objects.
def compare_list_equivalence(a1,a2):
	class Person:
		def __init__(self,name,id):
			self.name = name
			self.id = id
		def __str__(self):
			return self.name
	p1 = Person(a1,a2)
	p2 = Person(a1,a2)
	return p1 == p2

#Function to compare two dictionaries of objects.
def compare_dict_equivalence(a1,a2):
	class Person:
		def __init__(self,name,id):
			self.name = name
			self.id = id
		def __str__(self):
			return self.name
	p1 = Person(a1,a2)
	p2 = Person(a1,a2)
	return p1 == p2

#Function to compare two sets of objects.
def compare_set_equivalence(a1,a2):
	persons = []
	for i in range(len(a1)):
		persons.append(Person(a1[i],a2[i]))
	persons_set = set(persons)
	persons_set_list
	unique_persons = set()
	for person in persons_set:
		unique_persons.add(person)
	return unique_persons

#Function to compare two tuples of objects.
def compare_tuple_equivalence(a1,a2):
	persons = []
	for i in range(len(a1)):
		persons.append(Person(a1[i],a2[i]))
	persons_tuple = tuple(persons)
	persons_tuple_list
	
	print(""Number of elements in the set: "",len(persons_tuple))
	print(""Elements in the set: "",persons_tuple)
	print(""Number of elements in the list: "",len(persons_tuple_list))
	print(""Elements in the list: "",persons_tuple_list)
	print(""Number of elements in the dictionary: "",len(persons_","def compare_object_equivalence(a1,a2,a3):
	class Person:
		def __init__(self,name,id):
			self.name = name
			self.id = id
		def __str__(self):
			return self.name
	p1 = Person(a1,a2)
	p2 = Person(a3,a2)
	return p1 == p2

#Function to compare two lists of objects.
"
16,16,"['Python got drunk and the built-in functions str() and int() are acting odd: \n# str(4) = 4\n# str(""4"") = 4\n# int(""4"") = ""4""\n# int(4) = ""4"".', 'Create a function called int_to_str() that converts integers into strings. E.g., int_to_str(4) = ""4"".', 'Create a function called str_to_int() that converts integers into strings. E.g., str_to_int(""4"") = 4.', 'Create a list named ""my_result"" with elements int_to_str({a1}) and str_to_int(""{a1}"").', 'Print the list.']","[{'a1': '29348'}, {'a1': '1'}, {'a1': '123'}, {'a1': '2344'}, {'a1': '-1'}]","[[29348, '29348'], [1, '1'], [123, '123'], [2344, '2344'], [-1, '-1']]",128.0,string,Drunken python,"Overload built-in functions, and write functions which correct drunken functions.",17,def drunken_python(a1):,"[""assert drunken_python(29348) == [29348, '29348']"", ""assert drunken_python(1) == [1, '1']"", ""assert drunken_python(123) == [123, '123']"", ""assert drunken_python(2344) == [2344, '2344']"", ""assert drunken_python(-1) == [-1, '-1']""]","def drunken_python(a1):
# str(4) = 4
# str(""4"") = 4
# int(""4"") = ""4""
# int(4) = ""4"".
# So, we have to use the built-in functions to convert the string to an integer.
	return int(a1)

#The following function is a little more complicated than the previous one.
#It takes a string and returns a list of the characters in the string.
def drunken_python(a1):
# str(4) = 4
# str(""4"") = 4
# int(""4"") = ""4""

	def int_to_str(a2):
		return str(a2)

	def str_to_int(a3):
		return int(a3)

	def str_to_list(a4):
		return [a","def drunken_python(a1):
"
17,17,"['Initialize dictionary of Morse codes named \'chars_to_dots\' with values [\'A\': \'.-\', \'B\': \'-...\', \'C\': \'-.-.\', \'D\': \'-..\', \'E\': \'.\', \'F\': \'..-.\',\'G\': \'--.\', \'H\': \'....\', \'I\': \'..\', \'J\': \'.---\', \'K\': \'-.-\', \'L\': \'.-..\',\'M\': \'--\', \'N\': \'-.\', \'O\': \'---\', \'P\': \'.--.\', \'Q\': \'--.-\', \'R\': \'.-.\',\'S\': \'...\', \'T\': \'-\', \'U\': \'..-\', \'V\': \'...-\', \'W\': \'.--\', \'X\': \'-..-\',\'Y\': \'-.--\', \'Z\': \'--..\', \' \': \' \', \'0\': \'-----\',\'1\': \'.----\', \'2\': \'..---\', \'3\': \'...--\', \'4\': \'....-\', \'5\': \'.....\',\'6\': \'-....\', \'7\': \'--...\', \'8\': \'---..\', \'9\': \'----.\',\'&\': \'.-...\', ""\'"": \'.----.\', \'@\': \'.--.-.\', \')\': \'-.--.-\', \'(\': \'-.--.\',\':\': \'---...\', \',\': \'--..--\', \'=\': \'-...-\', \'!\': \'-.-.--\', \'.\': \'.-.-.-\',\'-\': \'-....-\', \'+\': \'.-.-.\', \'""\': \'.-..-.\', \'?\': \'..--..\', \'/\': \'-..-.\']', ""Create a function named 'encode_morse' that takes a string as an argument and returns the Morse code equivalent."", ""Create a function named 'decode_morse' that takes a Morse code as an argument and returns the decodes string."", ""Encode '{a1}' to morse code and assign the result to 'morse_code'."", ""Decode the variable named 'morse_code' to a string named 'decoded_text'."", ""Print the variable named 'decoded_text'.""]","[{'a1': 'Hello World'}, {'a1': 'Hello Foo'}, {'a1': 'Hello WORLD'}, {'a1': 'foo BAR'}, {'a1': 'This is a long string'}]","['HELLO WORLD', 'HELLO FOO', 'HELLO WORLD', 'FOO BAR', 'THIS IS A LONG STRING']",512.0,algorithm,Morse code,Encode a string into morse code given its conversion rule.,18,def morse_code(a1):,"[""assert morse_code('Hello World') == 'HELLO WORLD'"", ""assert morse_code('Hello Foo') == 'HELLO FOO'"", ""assert morse_code('Hello WORLD') == 'HELLO WORLD'"", ""assert morse_code('foo BAR') == 'FOO BAR'"", ""assert morse_code('This is a long string') == 'THIS IS A LONG STRING'""]","def morse_code(a1):
	chars_to_dots = {'A':'.-', 'B': '-...', 'C': '-.-.', 'D': '-..', 'E': '.', 'F': '..-.','G': '--.', 'H': '....', 'I': '..', 'J': '.---', 'K': '-.-', 'L': '.-..','M': '--', 'N': '-.', 'O': '---', 'P': '.--.', 'Q': '--.-', 'R': '.-.','S': '...', 'T': '-', 'U': '..-', 'V': '...-', 'W':
	'....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---',
	'...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....',
	'...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....',","def morse_code(a1):
	chars_to_dots = {'A':'.-', 'B': '-...', 'C': '-.-.', 'D': '-..', 'E': '.', 'F': '..-.','G': '--.', 'H': '....', 'I': '..', 'J': '.---', 'K': '-.-', 'L': '.-..','M': '--', 'N': '-.', 'O': '---', 'P': '.--.', 'Q': '--.-', 'R': '.-.','S': '...', 'T': '-', 'U': '..-', 'V': '...-', 'W':
	'....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---',
	'...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....', '...-', '---', '....',
"
18,18,"['Initialize a list of integers with {a1} and a variable named target with a value of {a2}.', 'Implement a function ""two_sum"" solving two sum problem given a list of integers and a target argument.', 'Run the function and print out the result.']","[{'a1': '[0,1,2,3]', 'a2': '4'}, {'a1': '[1, 11, 111]', 'a2': '122'}, {'a1': '[-1, 0, 2, 4]', 'a2': '3'}, {'a1': '[10, 20, 30, 40]', 'a2': '70'}, {'a1': '[-1, -1, 123, -123]', 'a2': '0'}]","[[1, 3], [1, 2], [0, 3], [2, 3], [2, 3]]",128.0,algorithm,Two-sum,Implement the two-sum problem on a given input pair.,19,"def two-sum(a1,a2):","['assert two-sum([0, 1, 2, 3],4) == [1, 3]', 'assert two-sum([1, 11, 111],122) == [1, 2]', 'assert two-sum([-1, 0, 2, 4],3) == [0, 3]', 'assert two-sum([10, 20, 30, 40],70) == [2, 3]', 'assert two-sum([-1, -1, 123, -123],0) == [2, 3]']","def two-sum(a1,a2):
	target = a2
	a = []
	for i in range(len(a1)):
		#Iterate through the list of integers.
		for j in range(len(a1)):
			#If the current value of {a1} is equal to the current value of {a2} and the current value of {a1} is not equal to the current value of {a2}, add the current value of {a1} to the list of integers.
			if a1[i] + a1[j]
	return a

#Test the function.
print(two_sum([1,2,3,4,5],6))","def two-sum(a1,a2):
	target = a2
	a = []
	for i in range(len(a1)):
		#Iterate through the list of integers.
		for j in range(len(a1)):
			#If the current value of {a1} is equal to the current value of {a2} and the current value of {a1} is not equal to the current value of {a2}, add the current value of {a1} to the list of integers.
			if a1[i] + a1[j]
	return a

#Test the function.
"
19,19,"['Implement a function to sample n points from a bivariate normal distribution with mean (x_mean, y_mean) and standard deviation (x_std, y_std).', 'Call the function to sample 100 points named points1 centered at ({a1}, {a1}) with standard deviation (1, 1).', 'Call the function to sample 100 points named points2 centered at (-{a1}, -{a1}) with standard deviation (1, 1).', 'Concatenate these data points.', 'Implement the k-means clustering algorithm with n iterations and the centroids as return value.', 'Run the algorithm on the points for 100 iterations with 2 clusters and assign the result to ""my_centroids"".', 'Assign the centroid with negative coordinates to c1 and the one with positive coordinates to c2.Round the coordinates element-wise to the nearest integers and print the two centroids c1, c2 in the format of ""(x1, y1), (x2, y2)"".']","[{'a1': 10}, {'a1': 20}, {'a1': 30}, {'a1': 40}, {'a1': 50}]","['(-10, -10), (10, 10)', '(-20, -20), (20, 20)', '(-30, -30), (30, 30)', '(-40, -40), (40, 40)', '(-50, -50), (50, 50)']",256.0,data science,k-means,Implement and run k-means on sampled points.,20,def k-means(a1):,"['assert k-means(10) == ((-10, -10), (10, 10))', 'assert k-means(20) == ((-20, -20), (20, 20))', 'assert k-means(30) == ((-30, -30), (30, 30))', 'assert k-means(40) == ((-40, -40), (40, 40))', 'assert k-means(50) == ((-50, -50), (50, 50))']","def k-means(a1):
	points1 = sample(a1, 100)
	points2 = sample(a1, 100)
	points3 = sample(a1, 100)
	points = np.concatenate((points1, points2, points3))
	kmeans = KMeans(n_clusters=3)
	kmeans.fit(points)
	labels = kmeans.labels_
	centers = kmeans.cluster_centers_
	centroids = np.array(centers)
	centroids = centroids.reshape(
		(3, 3))
	for i in range(100):
		my_centroids = kmeans.predict(points)
		print(""Iteration: "", i)
		print(""My Centroids: "", my_centroids)
		print(""My Centroids: "", centroids)
		print(""Distance between my centroids and centroids: "", np.linalg.norm(my_centroids - centroids))
		centroids = my_centroids
	c1 = centroids[0]","def k-means(a1):
	points1 = sample(a1, 100)
	points2 = sample(a1, 100)
	points3 = sample(a1, 100)
	points = np.concatenate((points1, points2, points3))
	kmeans = KMeans(n_clusters=3)
	kmeans.fit(points)
	labels = kmeans.labels_
	centers = kmeans.cluster_centers_
	centroids = np.array(centers)
	centroids = centroids.reshape(
		(3, 3))
	for i in range(100):
		my_centroids = kmeans.predict(points)
		print(""Iteration: "", i)
		print(""My Centroids: "", my_centroids)
		print(""My Centroids: "", centroids)
		print(""Distance between my centroids and centroids: "", np.linalg.norm(my_centroids - centroids))
		centroids = my_centroids
"
