,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,prompts,inputs,outputs,max_gen_length,category,name,description,id,signature,gen_code,code_test,test_list
10,10,10,10,"['Assign the keys {a1} and values {a2} to a dictionary named ""my_dict"".', 'Write a function ""invert"" that inverts the keys and values of a dictionary. E.g., invert({{ ""z"": ""q"", ""w"": ""f"" }}) = {{ ""q"": ""z"", ""f"": ""w"" }}.', 'Write a function ""is_inverted"" that takes two dicts as arguments and returns a boolean which indicates if the second dict is an inversion of the first dict argument.', 'Create a new variable ""my_dict2"" and initialize it with {a3} ""my_dict"".', 'Print a boolean value indicating if ""my_dict2"" is the inverted dictionary of ""my_dict"".']","[{'a1': '[""a"", ""b""]', 'a2': '[1, 2]', 'a3': ''}, {'a1': '[""a"", ""b""]', 'a2': '[1, 2]', 'a3': 'inverted'}, {'a1': '[""a"", ""b"", ""c""]', 'a2': '[1, 2, -1]', 'a3': ''}, {'a1': '[""a"", ""b"", ""c""]', 'a2': '[1, 2, -1]', 'a3': 'inverted'}, {'a1': '[""1""]', 'a2': '[1]', 'a3': ''}]","[False, True, False, True, False]",128.0,dict,Invert dict,Detect inversion of dict.,11,"def invert_dict(a1,a2,a3):","def invert_dict(a1,a2,a3):
	#Assign the keys {a1} and values {a2} to a dictionary named ""my_dict"".
	#Return the dictionary my_dict.
	#Write a function ""invert"" that inverts the keys and values of a dictionary. E.g., invert({{ ""z"": ""q"", ""w"": ""f"" }}) = {{ ""q"": ""z"", ""f"": ""w"" }}.
	#Write a function ""is_inverted"" that takes two dicts as arguments and returns a boolean which indicates if the second dict is an inversion of the first dict argument. E.g., is_inverted({{ ""z"": ""q"", ""w"": ""f"" }}, { ""w"": ""f"" }) = True, is_inverted({{ ""z"": ""q"", ""w"": ""f"" }}, { ""z"": ""q"" }) = False.
	#Create a new variable ""my_dict2"" and initialize it with {a3} ""my_dict"".
	#Print a boolean value indicating if ""my_dict2"" is the inverted dictionary of ""my_dict"".","def invert_dict(a1,a2,a3):
	#Assign the keys {a1} and values {a2} to a dictionary named ""my_dict"".
	#Return the dictionary my_dict.
	#Write a function ""invert"" that inverts the keys and values of a dictionary. E.g., invert({{ ""z"": ""q"", ""w"": ""f"" }}) = {{ ""q"": ""z"", ""f"": ""w"" }}.
	#Write a function ""is_inverted"" that takes two dicts as arguments and returns a boolean which indicates if the second dict is an inversion of the first dict argument. E.g., is_inverted({{ ""z"": ""q"", ""w"": ""f"" }}, { ""w"": ""f"" }) = True, is_inverted({{ ""z"": ""q"", ""w"": ""f"" }}, { ""z"": ""q"" }) = False.
	#Create a new variable ""my_dict2"" and initialize it with {a3} ""my_dict"".
","[""assert invert_dict(['a', 'b'],[1, 2],'') == False"", ""assert invert_dict(['a', 'b'],[1, 2],'inverted') == True"", ""assert invert_dict(['a', 'b', 'c'],[1, 2, -1],'') == False"", ""assert invert_dict(['a', 'b', 'c'],[1, 2, -1],'inverted') == True"", ""assert invert_dict(['1'],[1],'') == False""]"
11,11,11,11,"['Defines class named ""Player"" that takes the following four arguments for a particular football player: name, age, height, weight.', 'Also, create three functions for the class that returns the following strings: (1) get_age() returns ""{{name}} is age {{age}}"", (2) get_height() returns ""{{name}} is {{height}} cm"", (3) get_weight() returns ""{{name}} weighs {{weight}} kg"".', 'Create an object named ""player"" with name ""{a1}"", age {a2}, height {a3}, weight {a4}.', 'Call the getter for the {a5} of the player and print the result.']","[{'a1': 'David Jones', 'a2': 25, 'a3': 175, 'a4': 75, 'a5': 'age'}, {'a1': 'Paul Smith', 'a2': 50, 'a3': 160, 'a4': 60, 'a5': 'weight'}, {'a1': 'Paul Smith', 'a2': 50, 'a3': 160, 'a4': 60, 'a5': 'height'}, {'a1': 'Herr Schmidth Gold', 'a2': 50, 'a3': 210, 'a4': 60, 'a5': 'height'}, {'a1': 'Paul Smith', 'a2': 5, 'a3': 160, 'a4': 60, 'a5': 'age'}]","['David Jones is age 25', 'Paul Smith weighs 60 kg', 'Paul Smith is 160 cm', 'Herr Schmidth Gold is 210 cm', 'Paul Smith is age 5']",128.0,class,Class definition,Create POJO class.,12,"def class_definition(a1,a2,a3,a4,a5):","def class_definition(a1,a2,a3,a4,a5):
	#Defines class named ""Player"" that takes the following four arguments for a particular football player: name, age, height, weight. The constructor for a player must accept these four arguments as its parameters.
	#The name parameter is a string that is the player's name.
	#Also, create three functions for the class that returns the following strings: (1) get_age() returns ""{{name}} is age {{age}}"", (2) get_height() returns ""{{name}} is {{height}} cm"", (3) get_weight() returns ""{{name}} weighs {{weight}} kg"".
	#Create an object named ""player"" with name ""{a1}"", age {a2}, height {a3}, weight {a4}.
	#Call the getter for the {a5} of the player and print the result.","def class_definition(a1,a2,a3,a4,a5):
	#Defines class named ""Player"" that takes the following four arguments for a particular football player: name, age, height, weight. The constructor for a player must accept these four arguments as its parameters.
	#The name parameter is a string that is the player's name.
	#Also, create three functions for the class that returns the following strings: (1) get_age() returns ""{{name}} is age {{age}}"", (2) get_height() returns ""{{name}} is {{height}} cm"", (3) get_weight() returns ""{{name}} weighs {{weight}} kg"".
	#Create an object named ""player"" with name ""{a1}"", age {a2}, height {a3}, weight {a4}.
","[""assert class_definition('David Jones',25,175,75,'age') == 'David Jones is age 25'"", ""assert class_definition('Paul Smith',50,160,60,'weight') == 'Paul Smith weighs 60 kg'"", ""assert class_definition('Paul Smith',50,160,60,'height') == 'Paul Smith is 160 cm'"", ""assert class_definition('Herr Schmidth Gold',50,210,60,'height') == 'Herr Schmidth Gold is 210 cm'"", ""assert class_definition('Paul Smith',5,160,60,'age') == 'Paul Smith is age 5'""]"
12,12,12,12,"['Create a function ""num_len"" that takes a number num and returns its length. E.g., number_length(5000) = 4.', 'Initialize a last ""my_list"" with the values {a1}', 'Print the longest number in this list.']","[{'a1': '[1, 2, 3, 12]'}, {'a1': '[-123, 2, 3, 12]'}, {'a1': '[1]'}, {'a1': '[-12, 1]'}, {'a1': '[1, 22, 333, 4444, -55555]'}]","[12, -123, 1, -12, -55555]",128.0,math,Longest number,Print longest number.,13,def longest_number(a1):,"def longest_number(a1):
	#Create a function ""num_len"" that takes a number num and returns its length. E.g., number_length(5000) = 4.
	def num_len(num):
	#Initialize a last ""my_list"" with the values {a1} and num_len, and a ""temp_list"" with the values (num_len, [a1]).
		my_list = [num_len(num), [a1]]
	#Print the longest number in this list.
		print(my_list[1])","def longest_number(a1):
	#Create a function ""num_len"" that takes a number num and returns its length. E.g., number_length(5000) = 4.
	def num_len(num):
	#Initialize a last ""my_list"" with the values {a1} and num_len, and a ""temp_list"" with the values (num_len, [a1]).
		my_list = [num_len(num), [a1]]
	#Print the longest number in this list.
","['assert longest_number([1, 2, 3, 12]) == 12', 'assert longest_number([-123, 2, 3, 12]) == -123', 'assert longest_number([1]) == 1', 'assert longest_number([-12, 1]) == -12', 'assert longest_number([1, 22, 333, 4444, -55555]) == -55555']"
13,13,13,13,"['Import the class LinearRegression from sklearn.', 'Import math.', 'Assign integers ranging from 0 to 10 (inclusive) to ""x"".', 'Define a function ""f"" that multiplies a input argument by 2.', 'Create a numpy array of numbers ""y"" by applying f to each element of x.', 'Initialize a linear regression model.', 'Fit the model to input x and output y (reshape both arguments with reshape(-1, 1)).', 'Predict a variable ""x_hat"" at x=[[{a1}]] using the fitted model.', 'Apply ceil() to the predicted value and print it as an integer.']","[{'a1': '1'}, {'a1': '2'}, {'a1': '3'}, {'a1': '4'}, {'a1': '5'}]","[2, 4, 6, 8, 10]",128.0,data science,Linear regression,Fit linear regression model with specified function and sk-learn.,14,def linear_regression(a1):,"def linear_regression(a1):
	#Import the class LinearRegression from sklearn.linear_model
	from sklearn.linear_model import LinearRegression
	#Import math.pow() from the math module
	from math import pow
	#Assign integers ranging from 0 to 10 (inclusive) to ""x"".
	x = range(0,11)
	#Define a function ""f"" that multiplies a input argument by 2.
	def f(x):
	#Create a numpy array of numbers ""y"" by applying f to each element of x.
		y = [2*i for i in x]
	#Initialize a linear regression model.
		model = LinearRegression()
	#Fit the model to input x and output y (reshape both arguments with reshape(-1, 1)).
		model.fit(x.reshape(-1, 1), y.reshape(-1, 1))
	#Predict a variable ""x_hat"" at x=[[{a1}]] using the fitted model.
		x_hat = model.predict([[a1]])
	#Apply ceil() to the predicted value and print it as an integer.
		print(""a1: "" + str(a1) + "" x: "" + str(x) + "" = "" + str(int(x_hat[0])))","def linear_regression(a1):
	#Import the class LinearRegression from sklearn.linear_model
	from sklearn.linear_model import LinearRegression
	#Import math.pow() from the math module
	from math import pow
	#Assign integers ranging from 0 to 10 (inclusive) to ""x"".
	x = range(0,11)
	#Define a function ""f"" that multiplies a input argument by 2.
	def f(x):
	#Create a numpy array of numbers ""y"" by applying f to each element of x.
		y = [2*i for i in x]
	#Initialize a linear regression model.
		model = LinearRegression()
	#Fit the model to input x and output y (reshape both arguments with reshape(-1, 1)).
		model.fit(x.reshape(-1, 1), y.reshape(-1, 1))
	#Predict a variable ""x_hat"" at x=[[{a1}]] using the fitted model.
		x_hat = model.predict([[a1]])
	#Apply ceil() to the predicted value and print it as an integer.
","['assert linear_regression(1) == 2', 'assert linear_regression(2) == 4', 'assert linear_regression(3) == 6', 'assert linear_regression(4) == 8', 'assert linear_regression(5) == 10']"
14,14,14,14,"[""Create a function encrypt that takes a string as an argument and returns a string encrypted with the alphabet being rotated. The alphabet should be rotated in a manner such that the letters shift down by two places. For example: encrypt('hi') returns 'jk', encrypt('asdfghjkl') returns 'cufhijlmn', encrypt('gf') returns 'ih'."", 'Create a function decrypt that decodes the encrypted string from encrypt() back into the original text.', 'Assign ""{a1}"" to a variable named ""original_text"".', ""Call the function encrypt with original_text as argument and assign the result to a variable named 'encrypted_text'."", ""Call the function decrypt with encrypted_text as argument and assign the result to a variable named 'restored_text'."", 'Create a list named ""my_result"" containing restored_text and encrypted_text as elements.', 'Print the list.']","[{'a1': 'hi'}, {'a1': 'asdfghjkl'}, {'a1': 'gf'}, {'a1': 'Hello World'}, {'a1': 'This is a LONG string for our encryption algOrithm.'}]","[['hi', 'jk'], ['asdfghjkl', 'cufhijlmn'], ['gf', 'ih'], ['Hello World', 'Hgnnq Wqtnf'], ['This is a LONG string for our encryption algOrithm.', 'Tjku ku c LONG uvtkpi hqt qwt gpetarvkqp cniOtkvjo.']]",128.0,algorithm,Encrypt and decrypt,Rotate alphabet for encryption. Write a function for decryption (inverse of encrypt()). Concat should give identity function.,15,def encrypt_and_decrypt(a1):,"def encrypt_and_decrypt(a1):
	#Create a function encrypt that takes a string as an argument and returns a string encrypted with the alphabet being rotated. The alphabet should be rotated in a manner such that the letters shift down by two places. For example: encrypt('hi') returns 'jk', encrypt('asdfghjkl') returns 'cufhijlmn', encrypt('gf') returns 'ih'.
	#Create a function decrypt that takes a string as an argument and returns a string decrypted with the alphabet being rotated. The alphabet should be rotated in a manner such that the letters shift down by two places. For example: decrypt('jk') returns 'hi', decrypt('cufhijlmn') returns 'asdfghjkl', decrypt('ih') returns 'gf'.
	#Create a function decrypt that decodes the encrypted string from encrypt() back into the original text.
	#Assign ""{a1}"" to a variable named ""original_text"".
	#Call the function encrypt with original_text as argument and assign the result to a variable named 'encrypted_text'.
	#Call the function decrypt with encrypted_text as argument and assign the result to a variable named'restored_text'.
	#Create a list named ""my_result"" containing restored_text and encrypted_text as elements.
	#Print the list.","def encrypt_and_decrypt(a1):
	#Create a function encrypt that takes a string as an argument and returns a string encrypted with the alphabet being rotated. The alphabet should be rotated in a manner such that the letters shift down by two places. For example: encrypt('hi') returns 'jk', encrypt('asdfghjkl') returns 'cufhijlmn', encrypt('gf') returns 'ih'.
	#Create a function decrypt that takes a string as an argument and returns a string decrypted with the alphabet being rotated. The alphabet should be rotated in a manner such that the letters shift down by two places. For example: decrypt('jk') returns 'hi', decrypt('cufhijlmn') returns 'asdfghjkl', decrypt('ih') returns 'gf'.
	#Create a function decrypt that decodes the encrypted string from encrypt() back into the original text.
	#Assign ""{a1}"" to a variable named ""original_text"".
	#Call the function encrypt with original_text as argument and assign the result to a variable named 'encrypted_text'.
	#Call the function decrypt with encrypted_text as argument and assign the result to a variable named'restored_text'.
	#Create a list named ""my_result"" containing restored_text and encrypted_text as elements.
","[""assert encrypt_and_decrypt('hi') == ['hi', 'jk']"", ""assert encrypt_and_decrypt('asdfghjkl') == ['asdfghjkl', 'cufhijlmn']"", ""assert encrypt_and_decrypt('gf') == ['gf', 'ih']"", ""assert encrypt_and_decrypt('Hello World') == ['Hello World', 'Hgnnq Wqtnf']"", ""assert encrypt_and_decrypt('This is a LONG string for our encryption algOrithm.') == ['This is a LONG string for our encryption algOrithm.', 'Tjku ku c LONG uvtkpi hqt qwt gpetarvkqp cniOtkvjo.']""]"
15,15,15,15,"['Defines a class ""Person"" which takes name and id as constructor arguments.', 'Extend the class with a function __hash__ which uses the {a1} property as hash value.', 'Extend the class with a function __eq__ which returns true, if the hash value of the passed object and self are identical.', 'Create a list ""persons"" with instances of Person and names ""Person A"", ""Person B"", ""Person {a3}"" and ids {a2}.', 'Create a set ""unique_persons"" of this list.', 'Print the number of elements in the set.']","[{'a1': 'id', 'a2': '1, 2, 2', 'a3': 'C'}, {'a1': 'name', 'a2': '1, 2, 2', 'a3': 'C'}, {'a1': 'id', 'a2': '2, 2, 2', 'a3': 'C'}, {'a1': 'id', 'a2': '1, 2, 3', 'a3': 'C'}, {'a1': 'name', 'a2': '1, 1, 1', 'a3': 'B'}]","[2, 3, 1, 3, 2]",128.0,class,Compare object equivalence,Implement a class with __hash__ and obtain a count unique objects.,16,"def compare_object_equivalence(a1,a2,a3):","def compare_object_equivalence(a1,a2,a3):
	#Defines a class ""Person"" which takes name and id as constructor arguments.
	class Person(object):
	#Extend the class with a function __hash__ which uses the {a1} property as hash value.
		def __init__(self,name,id):
	#Extend the class with a function __eq__ which returns true, if the hash value of the passed object and self are identical.
		def __eq__(self,other):
	#Create a list ""persons"" with instances of Person and names ""Person A"", ""Person B"", ""Person {a3}"" and ids {a2}.
		persons = [Person(""Person A"",a2),Person(""Person B"",a2),Person(""{a3}"",a3)]
	#Create a set ""unique_persons"" of this list.
		unique_persons = set(persons)
	#Print the number of elements in the set.
		print(""Number of elements in the set: %s"" % len(unique_persons))","def compare_object_equivalence(a1,a2,a3):
	#Defines a class ""Person"" which takes name and id as constructor arguments.
	class Person(object):
	#Extend the class with a function __hash__ which uses the {a1} property as hash value.
		def __init__(self,name,id):
	#Extend the class with a function __eq__ which returns true, if the hash value of the passed object and self are identical.
		def __eq__(self,other):
	#Create a list ""persons"" with instances of Person and names ""Person A"", ""Person B"", ""Person {a3}"" and ids {a2}.
		persons = [Person(""Person A"",a2),Person(""Person B"",a2),Person(""{a3}"",a3)]
	#Create a set ""unique_persons"" of this list.
		unique_persons = set(persons)
	#Print the number of elements in the set.
","[""assert compare_object_equivalence(<built-in function id>,(1, 2, 2),'C') == 2"", ""assert compare_object_equivalence('name',(1, 2, 2),'C') == 3"", ""assert compare_object_equivalence(<built-in function id>,(2, 2, 2),'C') == 1"", ""assert compare_object_equivalence(<built-in function id>,(1, 2, 3),'C') == 3"", ""assert compare_object_equivalence('name',(1, 1, 1),'B') == 2""]"
16,16,16,16,"['Python got drunk and the built-in functions str() and int() are acting odd: \n# str(4) = 4\n# str(""4"") = 4\n# int(""4"") = ""4""\n# int(4) = ""4"".', 'Create a function called int_to_str() that converts integers into strings. E.g., int_to_str(4) = ""4"".', 'Create a function called str_to_int() that converts integers into strings. E.g., str_to_int(""4"") = 4.', 'Create a list named ""my_result"" with elements int_to_str({a1}) and str_to_int(""{a1}"").', 'Print the list.']","[{'a1': '29348'}, {'a1': '1'}, {'a1': '123'}, {'a1': '2344'}, {'a1': '-1'}]","[[29348, '29348'], [1, '1'], [123, '123'], [2344, '2344'], [-1, '-1']]",128.0,string,Drunken python,"Overload built-in functions, and write functions which correct drunken functions.",17,def drunken_python(a1):,"def drunken_python(a1):
	#Python got drunk and the built-in functions str() and int() are acting odd: 
# str(4) = 4
	#Create a function called int_to_str() that converts integers into strings. E.g., int_to_str(4) = ""4"".
	#Create a function called str_to_int() that converts integers into strings. E.g., str_to_int(""4"") = 4.
	#Create a list named ""my_result"" with elements int_to_str({a1}) and str_to_int(""{a1}"").
	#Print the list.","def drunken_python(a1):
	#Python got drunk and the built-in functions str() and int() are acting odd: 
","[""assert drunken_python(29348) == [29348, '29348']"", ""assert drunken_python(1) == [1, '1']"", ""assert drunken_python(123) == [123, '123']"", ""assert drunken_python(2344) == [2344, '2344']"", ""assert drunken_python(-1) == [-1, '-1']""]"
17,17,17,17,"['Initialize dictionary of Morse codes named \'chars_to_dots\' with values [\'A\': \'.-\', \'B\': \'-...\', \'C\': \'-.-.\', \'D\': \'-..\', \'E\': \'.\', \'F\': \'..-.\',\'G\': \'--.\', \'H\': \'....\', \'I\': \'..\', \'J\': \'.---\', \'K\': \'-.-\', \'L\': \'.-..\',\'M\': \'--\', \'N\': \'-.\', \'O\': \'---\', \'P\': \'.--.\', \'Q\': \'--.-\', \'R\': \'.-.\',\'S\': \'...\', \'T\': \'-\', \'U\': \'..-\', \'V\': \'...-\', \'W\': \'.--\', \'X\': \'-..-\',\'Y\': \'-.--\', \'Z\': \'--..\', \' \': \' \', \'0\': \'-----\',\'1\': \'.----\', \'2\': \'..---\', \'3\': \'...--\', \'4\': \'....-\', \'5\': \'.....\',\'6\': \'-....\', \'7\': \'--...\', \'8\': \'---..\', \'9\': \'----.\',\'&\': \'.-...\', ""\'"": \'.----.\', \'@\': \'.--.-.\', \')\': \'-.--.-\', \'(\': \'-.--.\',\':\': \'---...\', \',\': \'--..--\', \'=\': \'-...-\', \'!\': \'-.-.--\', \'.\': \'.-.-.-\',\'-\': \'-....-\', \'+\': \'.-.-.\', \'""\': \'.-..-.\', \'?\': \'..--..\', \'/\': \'-..-.\']', ""Create a function named 'encode_morse' that takes a string as an argument and returns the Morse code equivalent."", ""Create a function named 'decode_morse' that takes a Morse code as an argument and returns the decodes string."", ""Encode '{a1}' to morse code and assign the result to 'morse_code'."", ""Decode the variable named 'morse_code' to a string named 'decoded_text'."", ""Print the variable named 'decoded_text'.""]","[{'a1': 'Hello World'}, {'a1': 'Hello Foo'}, {'a1': 'Hello WORLD'}, {'a1': 'foo BAR'}, {'a1': 'This is a long string'}]","['HELLO WORLD', 'HELLO FOO', 'HELLO WORLD', 'FOO BAR', 'THIS IS A LONG STRING']",512.0,algorithm,Morse code,Encode a string into morse code given its conversion rule.,18,def morse_code(a1):,"def morse_code(a1):
	#Initialize dictionary of Morse codes named 'chars_to_dots' with values ['A': '.-', 'B': '-...', 'C': '-.-.', 'D': '-..', 'E': '.', 'F': '..-.','G': '--.', 'H': '....', 'I': '..', 'J': '.---', 'K': '-.-', 'L': '.-..','M': '--', 'N': '-.', 'O': '---', 'P': '.--.', 'Q': '--.-', 'R': '.-.','S': '...', 'T': '-', 'U': '..-', 'V': '...-', 'W': '.--', 'X': '-..-','Y': '-.--', 'Z': '--..','':'', '0': '-----','1': '.----', '2': '..---', '3': '...--', '4': '....-', '5': '.....','6': '-....', '7': '--...', '8': '---..', '9': '----.','&': '.-...', ""'"": '.----.', '@': '.--.-.', ')': '-.--.-', '(': '-.--.',':': '---...', ',': '--..--', '=': '-...-', '!': '-.-.--', '.': '.-.-.-','-': '-....-', '+': '.-.-.', '""': '.-..-.', '?': '..--..', '/': '-..-.']
	chars_to_dots = {
	#Create a function named 'encode_morse' that takes a string as an argument and returns the Morse code equivalent.
	'A': '.-',
	#Create a function named 'decode_morse' that takes a Morse code as an argument and returns the decodes string.
	'B': '-...',
	#Encode '{a1}' to morse code and assign the result to'morse_code'.
	'C': '-.-.',
	#Decode the variable named'morse_code' to a string named 'decoded_text'.
	'D': '-..',
	#Print the variable named 'decoded_text'.
	'E': '.',","def morse_code(a1):
	#Initialize dictionary of Morse codes named 'chars_to_dots' with values ['A': '.-', 'B': '-...', 'C': '-.-.', 'D': '-..', 'E': '.', 'F': '..-.','G': '--.', 'H': '....', 'I': '..', 'J': '.---', 'K': '-.-', 'L': '.-..','M': '--', 'N': '-.', 'O': '---', 'P': '.--.', 'Q': '--.-', 'R': '.-.','S': '...', 'T': '-', 'U': '..-', 'V': '...-', 'W': '.--', 'X': '-..-','Y': '-.--', 'Z': '--..','':'', '0': '-----','1': '.----', '2': '..---', '3': '...--', '4': '....-', '5': '.....','6': '-....', '7': '--...', '8': '---..', '9': '----.','&': '.-...', ""'"": '.----.', '@': '.--.-.', ')': '-.--.-', '(': '-.--.',':': '---...', ',': '--..--', '=': '-...-', '!': '-.-.--', '.': '.-.-.-','-': '-....-', '+': '.-.-.', '""': '.-..-.', '?': '..--..', '/': '-..-.']
	chars_to_dots = {
	#Create a function named 'encode_morse' that takes a string as an argument and returns the Morse code equivalent.
	'A': '.-',
	#Create a function named 'decode_morse' that takes a Morse code as an argument and returns the decodes string.
	'B': '-...',
	#Encode '{a1}' to morse code and assign the result to'morse_code'.
	'C': '-.-.',
	#Decode the variable named'morse_code' to a string named 'decoded_text'.
	'D': '-..',
	#Print the variable named 'decoded_text'.
","[""assert morse_code('Hello World') == 'HELLO WORLD'"", ""assert morse_code('Hello Foo') == 'HELLO FOO'"", ""assert morse_code('Hello WORLD') == 'HELLO WORLD'"", ""assert morse_code('foo BAR') == 'FOO BAR'"", ""assert morse_code('This is a long string') == 'THIS IS A LONG STRING'""]"
18,18,18,18,"['Initialize a list of integers with {a1} and a variable named target with a value of {a2}.', 'Implement a function ""two_sum"" solving two sum problem given a list of integers and a target argument.', 'Run the function and print out the result.']","[{'a1': '[0,1,2,3]', 'a2': '4'}, {'a1': '[1, 11, 111]', 'a2': '122'}, {'a1': '[-1, 0, 2, 4]', 'a2': '3'}, {'a1': '[10, 20, 30, 40]', 'a2': '70'}, {'a1': '[-1, -1, 123, -123]', 'a2': '0'}]","[[1, 3], [1, 2], [0, 3], [2, 3], [2, 3]]",128.0,algorithm,Two-sum,Implement the two-sum problem on a given input pair.,19,"def twosum(a1,a2):","def twosum(a1,a2):
	#Initialize a list of integers with {a1} and a variable named target with a value of {a2}.
	target=a2
	#Implement a function ""two_sum"" solving two sum problem given a list of integers and a target argument.
	#Return a list of tuples with two indices.
	#Run the function and print out the result.","def twosum(a1,a2):
	#Initialize a list of integers with {a1} and a variable named target with a value of {a2}.
	target=a2
	#Implement a function ""two_sum"" solving two sum problem given a list of integers and a target argument.
	#Return a list of tuples with two indices.
","['assert two-sum([0, 1, 2, 3],4) == [1, 3]', 'assert two-sum([1, 11, 111],122) == [1, 2]', 'assert two-sum([-1, 0, 2, 4],3) == [0, 3]', 'assert two-sum([10, 20, 30, 40],70) == [2, 3]', 'assert two-sum([-1, -1, 123, -123],0) == [2, 3]']"
19,19,19,19,"['Implement a function to sample n points from a bivariate normal distribution with mean (x_mean, y_mean) and standard deviation (x_std, y_std).', 'Call the function to sample 100 points named points1 centered at ({a1}, {a1}) with standard deviation (1, 1).', 'Call the function to sample 100 points named points2 centered at (-{a1}, -{a1}) with standard deviation (1, 1).', 'Concatenate these data points.', 'Implement the k-means clustering algorithm with n iterations and the centroids as return value.', 'Run the algorithm on the points for 100 iterations with 2 clusters and assign the result to ""my_centroids"".', 'Assign the centroid with negative coordinates to c1 and the one with positive coordinates to c2.Round the coordinates element-wise to the nearest integers and print the two centroids c1, c2 in the format of ""(x1, y1), (x2, y2)"".']","[{'a1': 10}, {'a1': 20}, {'a1': 30}, {'a1': 40}, {'a1': 50}]","['(-10, -10), (10, 10)', '(-20, -20), (20, 20)', '(-30, -30), (30, 30)', '(-40, -40), (40, 40)', '(-50, -50), (50, 50)']",256.0,data science,k-means,Implement and run k-means on sampled points.,20,def kmeans(a1):,"def kmeans(a1):
	#Implement a function to sample n points from a bivariate normal distribution with mean (x_mean, y_mean) and standard deviation (x_std, y_std).
	#Hint: Try to make the sample size as large as possible
	#Call the function to sample 100 points named points1 centered at ({a1}, {a1}) with standard deviation (1, 1).
	#Call the function to sample 100 points named points2 centered at (-{a1}, -{a1}) with standard deviation (1, 1).
	#Concatenate these data points.
	#Implement the k-means clustering algorithm with n iterations and the centroids as return value.
	#Run the algorithm on the points for 100 iterations with 2 clusters and assign the result to ""my_centroids"".
	#Assign the centroid with negative coordinates to c1 and the one with positive coordinates to c2.Round the coordinates element-wise to the nearest integers and print the two centroids c1, c2 in the format of ""(x1, y1), (x2, y2)"".","def kmeans(a1):
	#Implement a function to sample n points from a bivariate normal distribution with mean (x_mean, y_mean) and standard deviation (x_std, y_std).
	#Hint: Try to make the sample size as large as possible
	#Call the function to sample 100 points named points1 centered at ({a1}, {a1}) with standard deviation (1, 1).
	#Call the function to sample 100 points named points2 centered at (-{a1}, -{a1}) with standard deviation (1, 1).
	#Concatenate these data points.
	#Implement the k-means clustering algorithm with n iterations and the centroids as return value.
	#Run the algorithm on the points for 100 iterations with 2 clusters and assign the result to ""my_centroids"".
","['assert k-means(10) == ((-10, -10), (10, 10))', 'assert k-means(20) == ((-20, -20), (20, 20))', 'assert k-means(30) == ((-30, -30), (30, 30))', 'assert k-means(40) == ((-40, -40), (40, 40))', 'assert k-means(50) == ((-50, -50), (50, 50))']"
